,c,g1,g2,v
1569,3,31,693,MFLAFM_07740
1570,3,826,1845,MFLAFM_07745
1571,3,1842,3203,MFLAFM_07750
1572,3,3401,3634,MFLAFM_07755
1573,3,3871,5589,MFLAFM_07760
1574,3,5592,5858,MFLAFM_07765
1575,3,6012,6554,MFLAFM_07770
1576,3,6608,7780,MFLAFM_07775
1577,3,8205,9500,MFLAFM_07780
1578,3,8620,8747,MFLAFM_07785
1579,3,9652,9786,MFLAFM_07790
1580,3,9887,10096,MFLAFM_07795
1581,3,10382,10482,MFLAFMFMJG_165
1582,3,10559,11134,MFLAFM_07800
1583,3,11149,12549,MFLAFM_07805
1584,3,12542,13348,MFLAFM_07810
1585,3,13615,14862,MFLAFM_07815
1586,3,14884,16362,MFLAFM_07820
1587,3,16377,16943,MFLAFM_07825
1588,3,16946,17974,MFLAFM_07830
1589,3,17967,19451,MFLAFM_07835
1590,3,19430,21619,MFLAFM_07840
1591,3,21612,22283,MFLAFM_07845
1592,3,22285,22548,MFLAFM_07850
1593,3,22548,23252,MFLAFM_07855
1594,3,23256,24380,MFLAFM_07860
1595,3,24367,24849,MFLAFM_07865
1596,3,25050,25910,MFLAFM_07870
1597,3,26222,26479,MFLAFM_07875
1598,3,26774,27091,MFLAFM_07880
1599,3,27031,27147,MFLAFM_07885
1600,3,27662,28762,MFLAFM_07890
1601,3,28762,30750,MFLAFM_07895
1602,3,30740,31345,MFLAFM_07900
1603,3,31342,31632,MFLAFM_07905
1604,3,32169,33362,MFLAFM_07910
1605,3,33813,35030,MFLAFM_07915
1606,3,35078,35548,MFLAFM_07920
1607,3,35703,36137,MFLAFM_07925
1608,3,36365,40111,MFLAFM_07930
1609,3,40318,40737,MFLAFM_07935
1610,3,40890,41900,MFLAFM_07940
1611,3,42096,43250,MFLAFM_07945
1612,3,43778,44806,MFLAFM_07950
1613,3,44888,46069,MFLAFM_07955
1614,3,46107,46436,MFLAFM_07960
1615,3,46674,47495,MFLAFM_07965
1616,3,47488,48291,MFLAFM_07970
1617,3,48278,49951,MFLAFM_07975
1618,3,49938,51299,MFLAFM_07980
1619,3,51481,52419,MFLAFM_07985
1620,3,52471,53022,MFLAFM_07990
1621,3,53187,53402,MFLAFM_07995
1622,3,53481,53597,MFLAFM_08000
1623,3,53643,54602,MFLAFM_08005
1624,3,55090,55446,MFLAFM_08010
1625,3,55858,56103,MFLAFM_08015
1626,3,56191,56832,MFLAFM_08020
1627,3,56829,57149,MFLAFM_08025
1628,3,57152,59116,MFLAFM_08030
1629,3,60082,60159,MFLAFM_08035
1630,3,60116,60299,MFLAFM_08040
1631,3,60459,61061,MFLAFM_08045
1632,3,61076,61252,MFLAFM_08050
1633,3,61451,62437,MFLAFM_08055
1634,3,62518,62736,MFLAFM_08060
1635,3,62946,63515,MFLAFM_08065
1636,3,63657,63731,MFLAFM_08070
1637,3,63734,63822,MFLAFM_08075
1638,3,64002,65516,MFLAFM_08080
1639,3,65652,67010,MFLAFM_08085
1640,3,67027,69336,MFLAFM_08090
1641,3,69570,70373,MFLAFM_08095
1642,3,70449,70555,MFLAFMFMJG_166
1643,3,70675,72237,MFLAFM_08100
1644,3,72237,72488,MFLAFM_08105
1645,3,72478,73962,MFLAFM_08110
1646,3,74395,75570,MFLAFM_08115
1647,3,75548,76738,MFLAFM_08120
1648,3,76851,77360,MFLAFM_08125
1649,3,77554,78312,MFLAFM_08130
1650,3,78457,80025,MFLAFM_08135
1651,3,80367,81452,MFLAFM_08140
1652,3,81649,82419,MFLAFM_08145
1653,3,82697,84541,MFLAFM_08150
1654,3,84551,85936,MFLAFM_08155
1655,3,85957,86811,MFLAFM_08160
1656,3,86808,87617,MFLAFM_08165
1657,3,87634,88269,MFLAFM_08170
1658,3,88286,88633,MFLAFM_08175
1659,3,88819,89412,MFLAFM_08180
1660,3,89516,89881,MFLAFM_08185
1661,3,89904,90710,MFLAFM_08190
1662,3,90889,91007,MFLAFM_08195
1663,3,90973,91070,MFLAFM_08200
1664,3,91170,92978,MFLAFM_08205
1665,3,93026,94012,MFLAFM_08210
1666,3,94133,94852,MFLAFM_08215
1667,3,95223,95618,MFLAFM_08220
1668,3,95912,96901,MFLAFM_08225
1669,3,96943,97824,MFLAFM_08230
1670,3,97836,98798,MFLAFM_08235
1671,3,98791,99771,MFLAFM_08240
1672,3,99774,100760,MFLAFM_08245
1673,3,100811,102526,MFLAFM_08250
1674,3,102738,104393,MFLAFM_08255
1675,3,104412,105353,MFLAFM_08260
1676,3,105343,106425,MFLAFM_08265
1677,3,106441,107511,MFLAFM_08270
1678,3,107511,108437,MFLAFM_08275
1679,3,108680,109051,MFLAFM_08280
1680,3,109106,110350,MFLAFM_08285
1681,3,110362,111303,MFLAFM_08290
1682,3,111598,111783,MFLAFM_08295
1683,3,112040,112474,MFLAFM_08300
1684,3,112785,113300,MFLAFM_08305
1685,3,113278,114399,MFLAFM_08310
1686,3,114392,115033,MFLAFM_08315
1687,3,115017,116162,MFLAFM_08320
1688,3,116272,117141,MFLAFM_08325
1689,3,117200,119809,MFLAFM_08330
1690,3,120012,121826,MFLAFM_08335
1691,3,122374,122682,MFLAFM_08340
1692,3,122796,123620,MFLAFM_08345
1693,3,123672,124988,MFLAFM_08350
1694,3,125160,125549,MFLAFM_08355
1695,3,125878,126780,MFLAFM_08360
1696,3,126946,130599,MFLAFM_08365
1697,3,130603,134076,MFLAFM_08370
1698,3,134236,134811,MFLAFM_08375
1699,3,134827,135351,MFLAFM_08380
1700,3,135356,135931,MFLAFM_08385
1701,3,136256,137587,MFLAFM_08390
1702,3,137938,139143,MFLAFM_08395
1703,3,139133,140512,MFLAFM_08400
1704,3,140754,141683,MFLAFM_08405
1705,3,141717,141985,MFLAFM_08410
1706,3,142210,143454,MFLAFM_08415
1707,3,143563,144753,MFLAFM_08420
1708,3,145061,146209,MFLAFM_08425
1709,3,146571,146948,MFLAFM_08430
1710,3,147363,147956,MFLAFM_08435
1711,3,148020,148403,MFLAFM_08440
1712,3,148534,150939,MFLAFM_08445
1713,3,150932,151360,MFLAFM_08450
1714,3,151360,151701,MFLAFM_08455
1715,3,151694,153190,MFLAFM_08460
1716,3,153192,153671,MFLAFM_08465
1717,3,153671,153964,MFLAFM_08470
1718,3,153942,154298,MFLAFM_08475
1719,3,154548,155702,MFLAFM_08480
1720,3,155758,156132,MFLAFM_08485
1721,3,156151,157467,MFLAFM_08490
1722,3,157878,159353,MFLAFM_08495
1723,3,159484,160692,MFLAFM_08500
1724,3,161146,161505,MFLAFM_08505
1725,3,161518,161754,MFLAFM_08510
1726,3,162071,163135,MFLAFM_08515
1727,3,163194,163517,MFLAFM_08520
1728,3,163618,163860,MFLAFM_08525
1729,3,164123,165298,MFLAFM_08530
1730,3,165295,165531,MFLAFM_08535
1731,3,165549,166763,MFLAFM_08540
1732,3,166760,168217,MFLAFM_08545
1733,3,168233,168385,MFLAFM_08550
1734,3,168797,169756,MFLAFM_08555
1735,3,169789,170568,MFLAFM_08560
1736,3,170568,171002,MFLAFM_08565
1737,3,171100,171366,MFLAFM_08570
1738,3,171445,171828,MFLAFM_08575
1739,3,171958,172875,MFLAFM_08580
1740,3,172959,174278,MFLAFM_08585
1741,3,174305,175132,MFLAFM_08590
1742,3,175145,175993,MFLAFM_08595
